ROUTE,REFPT,ENDREFPT,RUNLENGTH_FROM,RUNLENGTH_TO,SEG_LENGTH,CURVE_UPDATEYR,PRICURVE,PRICURVECLASS,SECCURVE,SECCURVECLASS,OBJECTID
070A,231.67699999999999,231.69399999999999,232.69300000000001,232.71000000000001,0.017,"2,016",-1,A,,,"14,172"
070A,231.69399999999999,231.72499999999999,232.71000000000001,232.74100000000001,0.031,"2,016",167,F,,,"14,173"
070A,231.72499999999999,231.77799999999999,232.74100000000001,232.79300000000001,0.052,"2,016",-1,A,,,"14,174"
070A,231.77799999999999,232.15600000000001,232.79300000000001,233.15299999999999,0.36,"2,016","1,905",A,,,"14,175"
070A,232.15600000000001,232.21700000000001,233.15299999999999,233.203,0.05,"2,016",-1,A,,,"14,176"
070A,232.21700000000001,232.256,233.203,233.23599999999999,0.033,"2,016",172,F,,,"14,177"
070A,232.256,232.26400000000001,233.23599999999999,233.24199999999999,0.006,"2,016",-1,A,,,"14,178"
070A,232.26400000000001,232.297,233.24199999999999,233.27600000000001,0.034,"2,016",-180,F,,,"14,179"
070A,232.297,232.476,233.27600000000001,233.46100000000001,0.185,"2,016",-1,A,,,"14,180"
070A,232.476,232.52199999999999,233.46100000000001,233.50399999999999,0.043,"2,016",226,E,,,"14,181"
070A,232.52199999999999,232.66200000000001,233.50399999999999,233.63399999999999,0.13,"2,016",-1,A,,,"14,182"
070A,232.66200000000001,232.69499999999999,233.63399999999999,233.66499999999999,0.031,"2,016",160,F,,,"14,183"
070A,232.69499999999999,232.69999999999999,233.66499999999999,233.66999999999999,0.005,"2,016",-1,A,,,"14,184"
070A,232.69999999999999,232.72200000000001,233.66999999999999,233.691,0.021,"2,016",-111,F,,,"14,185"
070A,232.72200000000001,233.084,233.691,234.09100000000001,0.4,"2,016",-1,A,,,"14,186"
070A,233.084,233.24199999999999,234.09100000000001,234.25399999999999,0.163,"2,016",-865,C,,,"14,187"
070A,233.24199999999999,233.28100000000001,234.25399999999999,234.29400000000001,0.04,"2,016",-1,A,,,"14,188"
070A,233.28100000000001,233.48699999999999,234.29400000000001,234.506,0.212,"2,016","1,120",B,,,"14,189"
070A,233.48699999999999,233.57300000000001,234.506,234.59,0.084,"2,016",-1,A,,,"14,190"
070A,233.57300000000001,233.95400000000001,234.59,234.95400000000001,0.364,"2,016","1,927",A,,,"14,191"
070A,233.95400000000001,234.155,234.95400000000001,235.167,0.213,"2,016",-1,A,,,"14,192"
070A,234.155,234.27000000000001,235.167,235.31299999999999,0.146,"2,016",-774,C,,,"14,193"
070A,234.27000000000001,234.518,235.31299999999999,235.57900000000001,0.266,"2,016",-1,A,,,"14,194"
070A,234.518,234.69900000000001,235.57900000000001,235.744,0.165,"2,016",873,C,,,"14,195"
070A,234.69900000000001,234.911,235.744,235.93299999999999,0.189,"2,016",-1,A,,,"14,196"
070A,234.911,235.09899999999999,235.93299999999999,236.10499999999999,0.172,"2,016",-907,C,,,"14,197"
070A,235.09899999999999,235.386,236.10499999999999,236.39099999999999,0.286,"2,016",-1,A,,,"14,198"
070A,235.386,235.50200000000001,236.39099999999999,236.506,0.115,"2,016",607,D,,,"14,199"
070A,235.50200000000001,235.977,236.506,236.976,0.47,"2,016",-1,A,,,"14,200"
070A,235.977,236.29599999999999,236.976,237.29400000000001,0.318,"2,016","1,671",A,,,"14,201"
070A,236.29599999999999,236.47800000000001,237.29400000000001,237.476,0.182,"2,016",-1,A,,,"14,202"
070A,236.47800000000001,236.50899999999999,237.476,237.50700000000001,0.031,"2,016",-166,F,,,"14,203"
070A,236.50899999999999,236.554,237.50700000000001,237.55199999999999,0.045,"2,016",-1,A,,,"14,204"
070A,236.554,236.65000000000001,237.55199999999999,237.64699999999999,0.095,"2,016",-501,D,,,"14,205"
070A,236.65000000000001,236.697,237.64699999999999,237.69399999999999,0.047,"2,016",-1,A,,,"14,206"
070A,236.697,236.72399999999999,237.69399999999999,237.721,0.027,"2,016",-147,F,,,"14,207"
070A,236.72399999999999,236.72800000000001,237.721,237.72499999999999,0.004,"2,016",-1,A,,,"14,208"
070A,236.72800000000001,236.75399999999999,237.72499999999999,237.751,0.026,"2,016",134,F,,,"14,209"
070A,236.75399999999999,237.07300000000001,237.751,238.05699999999999,0.306,"2,016",-1,A,,,"14,210"
070A,237.07300000000001,237.267,238.05699999999999,238.22,0.163,"2,016",-861,C,,,"14,211"
070A,237.267,237.32400000000001,238.22,238.26900000000001,0.049,"2,016",-1,A,,,"14,212"
070A,237.32400000000001,237.56200000000001,238.26900000000001,238.499,0.23,"2,016","1,209",B,,,"14,213"
070A,237.56200000000001,237.64400000000001,238.499,238.62700000000001,0.128,"2,016",-1,A,,,"14,214"
070A,237.64400000000001,237.71899999999999,238.62700000000001,238.76400000000001,0.137,"2,016",-727,C,,,"14,215"
070A,237.71899999999999,237.74299999999999,238.76400000000001,238.80600000000001,0.042,"2,016",-1,A,,,"14,216"
070A,237.74299999999999,237.86099999999999,238.80600000000001,238.917,0.111,"2,016",585,D,,,"14,217"
070A,237.86099999999999,238.01300000000001,238.917,239.00700000000001,0.09,"2,016",-1,A,,,"14,218"
070A,238.01300000000001,238.40799999999999,239.00700000000001,239.38200000000001,0.375,"2,016","-1,981",A,,,"14,219"
070A,238.40799999999999,238.495,239.38200000000001,239.464,0.082,"2,016",-1,A,,,"14,220"
070A,238.495,238.59100000000001,239.464,239.55500000000001,0.091,"2,016",480,D,,,"14,221"
070A,238.59100000000001,238.65199999999999,239.55500000000001,239.613,0.058,"2,016",-1,A,,,"14,222"
070A,238.65199999999999,238.89599999999999,239.613,239.768,0.155,"2,016",-820,C,,,"14,223"
070A,238.89599999999999,238.90299999999999,239.768,239.78800000000001,0.02,"2,016",-1,A,,,"14,224"
070A,238.90299999999999,238.93199999999999,239.78800000000001,239.87299999999999,0.085,"2,016",446,D,,,"14,225"
070A,238.93199999999999,238.97900000000001,239.87299999999999,239.95500000000001,0.082,"2,016",-1,A,,,"14,226"
070A,238.97900000000001,239.066,239.95500000000001,240.05500000000001,0.1,"2,016",-528,D,,,"14,227"
070A,239.066,239.21600000000001,240.05500000000001,240.209,0.154,"2,016",-1,A,,,"14,228"
070A,239.21600000000001,239.32400000000001,240.209,240.321,0.112,"2,016",586,D,,,"14,229"
070A,239.32400000000001,239.50399999999999,240.321,240.50700000000001,0.186,"2,016",-1,A,,,"14,230"
070A,239.50399999999999,239.75999999999999,240.50700000000001,240.77199999999999,0.265,"2,016","-1,401",B,,,"14,231"
070A,239.75999999999999,239.81100000000001,240.77199999999999,240.82499999999999,0.053,"2,016",-1,A,,,"14,232"
070A,239.81100000000001,239.88499999999999,240.82499999999999,240.90199999999999,0.077,"2,016",-413,D,,,"14,233"
070A,239.88499999999999,239.93199999999999,240.90199999999999,240.94999999999999,0.048,"2,016",-1,A,,,"14,234"
070A,239.93199999999999,240.03,240.94999999999999,241.02600000000001,0.076,"2,016",404,E,,,"14,235"
070A,240.03,240.15700000000001,241.02600000000001,241.14599999999999,0.12,"2,016",-1,A,,,"14,236"
070A,240.15700000000001,240.28899999999999,241.14599999999999,241.27500000000001,0.129,"2,016",684,C,,,"14,237"
070A,240.28899999999999,240.36199999999999,241.27500000000001,241.34700000000001,0.072,"2,016",-1,A,,,"14,238"
070A,240.36199999999999,240.46700000000001,241.34700000000001,241.44999999999999,0.103,"2,016",-548,D,,,"14,239"
070A,240.46700000000001,240.52000000000001,241.44999999999999,241.50200000000001,0.052,"2,016",-1,A,,,"14,240"
070A,240.52000000000001,240.553,241.50200000000001,241.53399999999999,0.032,"2,016",-167,F,,,"14,241"
070A,240.553,240.55699999999999,241.53399999999999,241.53800000000001,0.004,"2,016",-1,A,,,"14,242"
070A,240.55699999999999,240.57900000000001,241.53800000000001,241.559,0.021,"2,016",113,F,,,"14,243"
070A,240.57900000000001,240.685,241.559,241.66300000000001,0.104,"2,016",-1,A,,,"14,244"
070A,240.685,241.00999999999999,241.66300000000001,241.99100000000001,0.328,"2,016","-1,737",A,,,"14,245"
070A,241.00999999999999,241.07499999999999,241.99100000000001,242.06200000000001,0.071,"2,016",-1,A,,,"14,246"
070A,241.07499999999999,241.113,242.06200000000001,242.09399999999999,0.032,"2,016",167,F,,,"14,247"
070A,241.113,241.20500000000001,242.09399999999999,242.16999999999999,0.076,"2,016",-1,A,,,"14,248"
070A,241.20500000000001,241.23500000000001,242.16999999999999,242.196,0.026,"2,016",140,F,,,"14,249"
070A,241.23500000000001,241.42500000000001,242.196,242.34399999999999,0.148,"2,016",-1,A,,,"14,250"
070A,241.42500000000001,241.71299999999999,242.34399999999999,242.58199999999999,0.238,"2,016","1,255",B,,,"14,251"
070A,241.71299999999999,241.80000000000001,242.58199999999999,242.65799999999999,0.076,"2,016",-1,A,,,"14,252"
070A,241.80000000000001,242.00299999999999,242.65799999999999,242.84399999999999,0.186,"2,016",-988,C,,,"14,253"
070A,242.00299999999999,242.43299999999999,242.84399999999999,243.334,0.49,"2,016",-1,A,,,"14,254"
070A,242.43299999999999,242.529,243.334,243.44499999999999,0.111,"2,016",585,D,,,"14,255"
070A,242.529,242.56800000000001,243.44499999999999,243.489,0.044,"2,016",-1,A,,,"14,256"
070A,242.56800000000001,242.69999999999999,243.489,243.64099999999999,0.152,"2,016",-808,C,,,"14,257"
070A,242.69999999999999,242.71600000000001,243.64099999999999,243.66,0.019,"2,016",-1,A,,,"14,258"
070A,242.71600000000001,242.88999999999999,243.66,243.858,0.198,"2,016","1,009",C,,,"14,259"
070A,242.88999999999999,242.959,243.858,243.94399999999999,0.086,"2,016",-1,A,,,"14,260"
070A,242.959,243.13399999999999,243.94399999999999,244.12,0.176,"2,016",925,C,,,"14,261"
070A,243.13399999999999,243.328,244.12,244.31200000000001,0.192,"2,016",-1,A,,,"14,262"
070A,243.328,243.58099999999999,244.31200000000001,244.565,0.253,"2,016","-1,342",B,,,"14,263"
070A,243.58099999999999,243.63499999999999,244.565,244.619,0.054,"2,016",-1,A,,,"14,264"
070A,243.63499999999999,243.655,244.619,244.63900000000001,0.02,"2,016",-107,F,,,"14,265"
070A,243.655,243.68700000000001,244.63900000000001,244.67099999999999,0.032,"2,016",-1,A,,,"14,266"
070A,243.68700000000001,243.83199999999999,244.67099999999999,244.816,0.145,"2,016",783,C,,,"14,267"
070A,243.83199999999999,243.88999999999999,244.816,244.874,0.058,"2,016",-1,A,,,"14,268"
070A,243.88999999999999,244.08099999999999,244.874,245.06800000000001,0.194,"2,016","-1,015",C,,,"14,269"
070A,244.08099999999999,244.21100000000001,245.06800000000001,245.202,0.134,"2,016",-1,A,,,"14,270"
070A,244.21100000000001,244.36600000000001,245.202,245.363,0.161,"2,016",858,C,,,"14,271"
070A,244.36600000000001,244.43899999999999,245.363,245.43899999999999,0.076,"2,016",-1,A,,,"14,272"
070A,244.43899999999999,244.46799999999999,245.43899999999999,245.47,0.031,"2,016",165,F,,,"14,273"
070A,244.46799999999999,244.47300000000001,245.47,245.47499999999999,0.005,"2,016",-1,A,,,"14,274"
070A,244.47300000000001,244.49700000000001,245.47499999999999,245.5,0.025,"2,016",-132,F,,,"14,275"
070A,244.49700000000001,244.524,245.5,245.52799999999999,0.028,"2,016",-1,A,,,"14,276"
070A,244.524,244.667,245.52799999999999,245.67699999999999,0.149,"2,016",797,C,,,"14,277"
070A,244.667,244.70400000000001,245.67699999999999,245.71600000000001,0.039,"2,016",-1,A,,,"14,278"
070A,244.70400000000001,244.78200000000001,245.71600000000001,245.797,0.081,"2,016",-424,D,,,"14,279"
070A,244.78200000000001,244.911,245.797,245.93199999999999,0.135,"2,016",-1,A,,,"14,280"
070A,244.911,245.02500000000001,245.93199999999999,246.05000000000001,0.118,"2,016",-622,D,,,"14,281"
070A,245.02500000000001,245.07300000000001,246.05000000000001,246.09800000000001,0.048,"2,016",-1,A,,,"14,282"
070A,245.07300000000001,245.11699999999999,246.09800000000001,246.143,0.045,"2,016",-238,E,,,"14,283"
070A,245.11699999999999,245.286,246.143,246.316,0.173,"2,016",-1,A,,,"14,284"
070A,245.286,245.41,246.316,246.44200000000001,0.126,"2,016",667,D,,,"14,285"
070A,245.41,245.43700000000001,246.44200000000001,246.47,0.028,"2,016",-1,A,,,"14,286"
070A,245.43700000000001,245.46799999999999,246.47,246.501,0.031,"2,016",159,F,,,"14,287"
070A,245.46799999999999,245.489,246.501,246.523,0.022,"2,016",-1,A,,,"14,288"
070A,245.489,245.666,246.523,246.703,0.18,"2,016",-941,C,,,"14,289"
070A,245.666,245.70599999999999,246.703,246.744,0.041,"2,016",-1,A,,,"14,290"
070A,245.70599999999999,245.798,246.744,246.83799999999999,0.094,"2,016",502,D,,,"14,291"
070A,245.798,245.84899999999999,246.83799999999999,246.88999999999999,0.052,"2,016",-1,A,,,"14,292"
070A,245.84899999999999,245.983,246.88999999999999,247.02600000000001,0.136,"2,016",-708,C,,,"14,293"
070A,245.983,245.994,247.02600000000001,247.03700000000001,0.011,"2,016",-1,A,,,"14,294"
070A,245.994,246.01599999999999,247.03700000000001,247.06299999999999,0.026,"2,016",-135,F,,,"14,295"
070A,246.01599999999999,246.15899999999999,247.06299999999999,247.23699999999999,0.174,"2,016",-1,A,,,"14,296"
070A,246.15899999999999,246.30500000000001,247.23699999999999,247.41499999999999,0.178,"2,016",-929,C,,,"14,297"
070A,246.30500000000001,246.31800000000001,247.41499999999999,247.43100000000001,0.016,"2,016",-1,A,,,"14,298"
070A,246.31800000000001,246.41499999999999,247.43100000000001,247.548,0.117,"2,016",-613,D,,,"14,299"
070A,246.41499999999999,246.43100000000001,247.548,247.566,0.018,"2,016",-1,A,,,"14,300"
070A,246.43100000000001,246.53999999999999,247.566,247.66,0.094,"2,016",-494,D,,,"14,301"
070A,246.53999999999999,246.93199999999999,247.66,248.06200000000001,0.402,"2,016",-1,A,,,"14,302"
070A,246.93199999999999,247.07900000000001,248.06200000000001,248.227,0.165,"2,016",874,C,,,"14,303"
070A,247.07900000000001,247.20699999999999,248.227,248.376,0.149,"2,016",-1,A,,,"14,304"
070A,247.20699999999999,247.61199999999999,248.376,248.785,0.409,"2,016","-2,151",A,,,"14,305"
070A,247.61199999999999,247.65600000000001,248.785,248.83699999999999,0.052,"2,016",-1,A,,,"14,306"
070A,247.65600000000001,247.68799999999999,248.83699999999999,248.87200000000001,0.035,"2,016",-186,F,,,"14,307"
070A,247.68799999999999,247.80000000000001,248.87200000000001,248.99100000000001,0.119,"2,016",-1,A,,,"14,308"
070A,247.80000000000001,248.03899999999999,248.99100000000001,249.24100000000001,0.25,"2,016","1,331",B,,,"14,309"
070A,248.03899999999999,248.12899999999999,249.24100000000001,249.322,0.081,"2,016",-1,A,,,"14,310"
070A,248.12899999999999,248.38399999999999,249.322,249.55199999999999,0.23,"2,016","-1,207",B,,,"14,311"
070A,248.38399999999999,248.495,249.55199999999999,249.65199999999999,0.1,"2,016",-1,A,,,"14,312"
070A,248.495,248.89599999999999,249.65199999999999,250.01400000000001,0.362,"2,016","1,931",A,,,"14,313"
070A,248.89599999999999,248.98099999999999,250.01400000000001,250.09100000000001,0.077,"2,016",-1,A,,,"14,314"
070A,248.98099999999999,249.226,250.09100000000001,250.334,0.243,"2,016","-1,275",B,,,"14,315"
070A,249.226,249.53800000000001,250.334,250.64599999999999,0.312,"2,016",-1,A,,,"14,316"
070A,249.53800000000001,250.17699999999999,250.64599999999999,251.29599999999999,0.65,"2,016","3,447",A,,,"14,317"
070A,250.17699999999999,250.30099999999999,251.29599999999999,251.42699999999999,0.131,"2,016",-1,A,,,"14,318"
070A,250.30099999999999,250.327,251.42699999999999,251.45500000000001,0.028,"2,016",-147,F,,,"14,319"
070A,250.327,250.35400000000001,251.45500000000001,251.483,0.028,"2,016",-1,A,,,"14,320"
070A,250.35400000000001,250.637,251.483,251.78100000000001,0.298,"2,016","-1,577",B,,,"14,321"
070A,250.637,250.94300000000001,251.78100000000001,252.10599999999999,0.325,"2,016",-1,A,,,"14,322"
070A,250.94300000000001,251.27099999999999,252.10599999999999,252.458,0.352,"2,016","-1,847",A,,,"14,323"
070A,251.27099999999999,251.78899999999999,252.458,252.94999999999999,0.492,"2,016",-1,A,,,"14,324"
070A,251.78899999999999,251.81200000000001,252.94999999999999,252.97200000000001,0.022,"2,016",120,F,,,"14,325"
070A,251.81200000000001,251.81899999999999,252.97200000000001,252.97800000000001,0.006,"2,016",-1,A,,,"14,326"
070A,251.81899999999999,251.977,252.97800000000001,253.126,0.148,"2,016",-788,C,,,"14,327"
070A,251.977,251.988,253.126,253.137,0.011,"2,016",-1,A,,,"14,328"
070A,251.988,252.11799999999999,253.137,253.25899999999999,0.122,"2,016",-648,D,,,"14,329"
070A,252.11799999999999,252.19200000000001,253.25899999999999,253.32300000000001,0.064,"2,016",-1,A,,,"14,330"
070A,252.19200000000001,252.22,253.32300000000001,253.34700000000001,0.024,"2,016",126,F,,,"14,331"
070A,252.22,252.22499999999999,253.34700000000001,253.352,0.005,"2,016",-1,A,,,"14,332"
070A,252.22499999999999,252.25200000000001,253.352,253.37799999999999,0.026,"2,016",-140,F,,,"14,333"
070A,252.25200000000001,252.38,253.37799999999999,253.505,0.127,"2,016",-1,A,,,"14,334"
070A,252.38,252.67699999999999,253.505,253.79499999999999,0.29,"2,016","1,547",B,,,"14,335"
070A,252.67699999999999,253.559,253.79499999999999,254.67400000000001,0.879,"2,016",-1,A,,,"14,336"
070A,253.559,253.83099999999999,254.67400000000001,254.94300000000001,0.269,"2,016","-1,416",B,,,"14,337"
070A,253.83099999999999,254.08099999999999,254.94300000000001,255.18700000000001,0.244,"2,016",-1,A,,,"14,338"
070A,254.08099999999999,254.214,255.18700000000001,255.316,0.129,"2,016",693,C,,,"14,339"
070A,254.214,254.5,255.316,255.59399999999999,0.278,"2,016",-1,A,,,"14,340"
070A,254.5,254.69,255.59399999999999,255.779,0.185,"2,016",-973,C,,,"14,341"
070A,254.69,255.315,255.779,256.39800000000002,0.619,"2,016",-1,A,,,"14,342"
070A,255.315,255.524,256.39800000000002,256.60700000000003,0.209,"2,016","-1,102",B,,,"14,343"
070A,255.524,255.68100000000001,256.60700000000003,256.76400000000001,0.157,"2,016",-1,A,,,"14,344"
070A,255.68100000000001,255.86600000000001,256.76400000000001,256.94799999999998,0.184,"2,016",980,C,,,"14,345"
070A,255.86600000000001,256.27600000000001,256.94799999999998,257.291,0.343,"2,016",-1,A,,,"14,346"
070A,256.27600000000001,256.41199999999998,257.291,257.435,0.144,"2,016",759,C,,,"14,347"
070A,256.41199999999998,256.42200000000003,257.435,257.44499999999999,0.01,"2,016",-1,A,,,"14,348"
070A,256.42200000000003,256.44799999999998,257.44499999999999,257.47199999999998,0.027,"2,016",-140,F,,,"14,349"
070A,256.44799999999998,256.47899999999998,257.47199999999998,257.505,0.033,"2,016",-1,A,,,"14,350"
070A,256.47899999999998,256.495,257.505,257.52199999999999,0.017,"2,016",87,F,,,"14,351"
070A,256.495,256.54500000000002,257.52199999999999,257.57400000000001,0.052,"2,016",-1,A,,,"14,352"
070A,256.54500000000002,256.63400000000001,257.57400000000001,257.66800000000001,0.094,"2,016",498,D,,,"14,353"
070A,256.63400000000001,256.70400000000001,257.66800000000001,257.74299999999999,0.075,"2,016",-1,A,,,"14,354"
070A,256.70400000000001,256.92899999999997,257.74299999999999,257.983,0.24,"2,016","-1,263",B,,,"14,355"
070A,256.92899999999997,257.31400000000002,257.983,258.37,0.387,"2,016",-1,A,,,"14,356"
070A,257.31400000000002,257.45499999999998,258.37,258.50999999999999,0.14,"2,016",738,C,,,"14,357"
070A,257.45499999999998,257.71699999999998,258.50999999999999,258.76900000000001,0.259,"2,016",-1,A,,,"14,358"
070A,257.71699999999998,257.93299999999999,258.76900000000001,258.983,0.214,"2,016","-1,131",B,,,"14,359"
070A,257.93299999999999,258.00400000000002,258.983,259.053,0.07,"2,016",-1,A,,,"14,360"
070A,258.00400000000002,258.161,259.053,259.209,0.156,"2,016",824,C,,,"14,361"
070A,258.161,258.21199999999999,259.209,259.25900000000001,0.05,"2,016",-1,A,,,"14,362"
070A,258.21199999999999,258.54000000000002,259.25900000000001,259.58499999999998,0.326,"2,016","-1,720",A,,,"14,363"
