ROUTE,REFPT,ENDREFPT,RUNLENGTH_FROM,RUNLENGTH_TO,SEG_LENGTH,CURVE_UPDATEYR,PRICURVE,PRICURVECLASS,SECCURVE,SECCURVECLASS,OBJECTID
070A,187.91200000000001,188.13300000000001,188.929,189.14099999999999,0.212,"2,016","1,115",B,,,"13,901"
070A,188.13300000000001,188.20400000000001,189.14099999999999,189.20699999999999,0.066,"2,016",-1,A,,,"13,902"
070A,188.20400000000001,188.381,189.20699999999999,189.37200000000001,0.165,"2,016",-870,C,,,"13,903"
070A,188.381,188.73699999999999,189.37200000000001,189.703,0.331,"2,016",-1,A,,,"13,904"
070A,188.73699999999999,188.89699999999999,189.703,189.852,0.149,"2,016",783,C,,,"13,905"
070A,188.89699999999999,189.50200000000001,189.852,190.48699999999999,0.635,"2,016",-1,A,,,"13,906"
070A,189.50200000000001,189.68700000000001,190.48699999999999,190.68600000000001,0.199,"2,016","1,050",C,,,"13,907"
070A,189.68700000000001,190.023,190.68600000000001,191.047,0.361,"2,016",-1,A,,,"13,908"
070A,190.023,190.09999999999999,191.047,191.12,0.073,"2,016",-394,E,,,"13,909"
070A,190.09999999999999,190.178,191.12,191.19900000000001,0.079,"2,016",-1,A,,,"13,910"
070A,190.178,190.54900000000001,191.19900000000001,191.578,0.379,"2,016","-2,001",A,,,"13,911"
070A,190.54900000000001,190.60599999999999,191.578,191.636,0.058,"2,016",-1,A,,,"13,912"
070A,190.60599999999999,190.80799999999999,191.636,191.84200000000001,0.206,"2,016","-1,087",B,,,"13,913"
070A,190.80799999999999,190.94399999999999,191.84200000000001,191.94900000000001,0.107,"2,016",-1,A,,,"13,914"
070A,190.94399999999999,191.19800000000001,191.94900000000001,192.17699999999999,0.228,"2,016","-1,197",B,,,"13,915"
070A,191.19800000000001,191.346,192.17699999999999,192.321,0.144,"2,016",-1,A,,,"13,916"
070A,191.346,191.535,192.321,192.52600000000001,0.205,"2,016","1,081",B,,,"13,917"
070A,191.535,191.77799999999999,192.52600000000001,192.79400000000001,0.268,"2,016",-1,A,,,"13,918"
070A,191.77799999999999,192.15199999999999,192.79400000000001,193.10599999999999,0.312,"2,016","-1,655",B,,,"13,919"
070A,192.15199999999999,192.20699999999999,193.10599999999999,193.16399999999999,0.058,"2,016",-1,A,,,"13,920"
070A,192.20699999999999,192.44,193.16399999999999,193.41,0.246,"2,016","-1,304",B,,,"13,921"
070A,192.44,192.59200000000001,193.41,193.56999999999999,0.16,"2,016",-1,A,,,"13,922"
070A,192.59200000000001,192.84200000000001,193.56999999999999,193.833,0.263,"2,016","1,385",B,,,"13,923"
070A,192.84200000000001,193.005,193.833,194.005,0.172,"2,016",-1,A,,,"13,924"
070A,193.172,193.25200000000001,194.18700000000001,194.274,0.087,"2,016",-1,A,,,"13,926"
070A,193.25200000000001,193.61600000000001,194.274,194.62299999999999,0.349,"2,016","-1,849",A,,,"13,927"
070A,193.61600000000001,193.988,194.62299999999999,194.99799999999999,0.375,"2,016",-1,A,,,"13,928"
070A,193.988,194.18299999999999,194.99799999999999,195.185,0.187,"2,016","-1,001",C,,,"13,929"
070A,194.18299999999999,194.274,195.185,195.27199999999999,0.087,"2,016",-1,A,,,"13,930"
070A,194.274,194.476,195.27199999999999,195.46600000000001,0.194,"2,016","1,019",C,,,"13,931"
070A,194.476,194.84200000000001,195.46600000000001,195.81700000000001,0.351,"2,016",-1,A,,,"13,932"
070A,194.84200000000001,195.453,195.81700000000001,196.464,0.647,"2,016","-3,428",A,,,"13,933"
070A,195.453,195.964,196.464,196.96600000000001,0.502,"2,016",-1,A,,,"13,934"
070A,195.964,196.49100000000001,196.96600000000001,197.40899999999999,0.443,"2,016","2,331",A,,,"13,935"
070A,196.49100000000001,196.733,197.40899999999999,197.614,0.205,"2,016",-1,A,,,"13,936"
070A,196.733,197.29499999999999,197.614,198.125,0.511,"2,016","-2,692",A,,,"13,937"
070A,197.29499999999999,197.602,198.125,198.422,0.297,"2,016",-1,A,,,"13,938"
070A,197.602,198.083,198.422,198.84800000000001,0.426,"2,016","2,254",A,,,"13,939"
070A,198.083,198.185,198.84800000000001,198.95099999999999,0.103,"2,016",-1,A,,,"13,940"
070A,198.185,198.40600000000001,198.95099999999999,199.17500000000001,0.224,"2,016","-1,195",B,,,"13,941"
070A,198.40600000000001,198.44300000000001,199.17500000000001,199.21199999999999,0.037,"2,016",-1,A,,,"13,942"
070A,198.44300000000001,198.60900000000001,199.21199999999999,199.38,0.168,"2,016",889,C,,,"13,943"
070A,198.60900000000001,198.90799999999999,199.38,199.68199999999999,0.302,"2,016",-1,A,,,"13,944"
070A,198.90799999999999,199.05699999999999,199.68199999999999,199.85300000000001,0.171,"2,016",908,C,,,"13,945"
070A,199.05699999999999,199.09899999999999,199.85300000000001,199.911,0.058,"2,016",-1,A,,,"13,946"
070A,199.09899999999999,199.21700000000001,199.911,200.07400000000001,0.163,"2,016",-866,C,,,"13,947"
070A,199.21700000000001,199.268,200.07400000000001,200.14400000000001,0.07,"2,016",-1,A,,,"13,948"
070A,199.268,199.41999999999999,200.14400000000001,200.35300000000001,0.209,"2,016","-1,106",B,,,"13,949"
070A,199.41999999999999,199.47,200.35300000000001,200.423,0.07,"2,016",-1,A,,,"13,950"
070A,199.47,199.66999999999999,200.423,200.69800000000001,0.275,"2,016","1,450",B,,,"13,951"
070A,199.66999999999999,200.04900000000001,200.69800000000001,201.19,0.492,"2,016",-1,A,,,"13,952"
070A,200.04900000000001,200.24000000000001,201.19,201.334,0.144,"2,016",-758,C,,,"13,953"
070A,200.24000000000001,200.315,201.334,201.39099999999999,0.057,"2,016",-1,A,,,"13,954"
070A,200.315,200.88900000000001,201.39099999999999,201.82499999999999,0.434,"2,016","-2,295",A,,,"13,955"
070A,200.88900000000001,200.999,201.82499999999999,202.05799999999999,0.233,"2,016",-1,A,,,"13,956"
070A,200.999,201.155,202.05799999999999,202.22200000000001,0.164,"2,016",867,C,,,"13,957"
070A,201.155,201.316,202.22200000000001,202.386,0.164,"2,016",-1,A,,,"13,958"
070A,201.316,201.58799999999999,202.386,202.66499999999999,0.279,"2,016","1,472",B,,,"13,959"
070A,201.58799999999999,202.18899999999999,202.66499999999999,203.25299999999999,0.588,"2,016",-1,A,,,"13,960"
070A,202.18899999999999,202.47,203.25299999999999,203.59200000000001,0.339,"2,016","-1,790",A,,,"13,961"
070A,202.47,202.92599999999999,203.59200000000001,203.99600000000001,0.404,"2,016",-1,A,,,"13,962"
070A,202.92599999999999,203.15600000000001,203.99600000000001,204.184,0.188,"2,016",992,C,,,"13,963"
070A,203.15600000000001,203.249,204.184,204.376,0.192,"2,016",-1,A,,,"13,964"
070A,203.249,203.50299999999999,204.376,204.63300000000001,0.257,"2,016","-1,359",B,,,"13,965"
070A,203.50299999999999,203.65199999999999,204.63300000000001,204.78200000000001,0.149,"2,016",-1,A,,,"13,966"
070A,203.65199999999999,203.89599999999999,204.78200000000001,205.02600000000001,0.244,"2,016","1,278",B,,,"13,967"
070A,203.89599999999999,203.983,205.02600000000001,205.113,0.087,"2,016",-1,A,,,"13,968"
070A,203.983,204.52699999999999,205.113,205.655,0.542,"2,016","-2,846",A,,,"13,969"
070A,204.52699999999999,204.65100000000001,205.655,205.77799999999999,0.123,"2,016",-1,A,,,"13,970"
070A,204.65100000000001,205.41900000000001,205.77799999999999,206.499,0.721,"2,016","3,788",A,,,"13,971"
070A,205.41900000000001,206.232,206.499,207.286,0.787,"2,016",-1,A,,,"13,972"
070A,206.232,206.41200000000001,207.286,207.46799999999999,0.182,"2,016",-970,C,,,"13,973"
070A,206.41200000000001,206.541,207.46799999999999,207.59800000000001,0.13,"2,016",-1,A,,,"13,974"
070A,206.541,206.864,207.59800000000001,207.92400000000001,0.326,"2,016","1,723",A,,,"13,975"
070A,206.864,207.375,207.92400000000001,208.452,0.528,"2,016",-1,A,,,"13,976"
070A,207.375,207.57599999999999,208.452,208.655,0.203,"2,016","1,073",B,,,"13,977"
070A,207.57599999999999,207.74799999999999,208.655,208.82900000000001,0.174,"2,016",-1,A,,,"13,978"
070A,207.74799999999999,207.94399999999999,208.82900000000001,209.02699999999999,0.198,"2,016","-1,053",B,,,"13,979"
070A,207.94399999999999,208.18600000000001,209.02699999999999,209.26300000000001,0.236,"2,016",-1,A,,,"13,980"
070A,208.18600000000001,208.34399999999999,209.26300000000001,209.41499999999999,0.152,"2,016",794,C,,,"13,981"
070A,208.34399999999999,208.398,209.41499999999999,209.46700000000001,0.052,"2,016",-1,A,,,"13,982"
070A,208.398,208.55799999999999,209.46700000000001,209.62100000000001,0.154,"2,016",-816,C,,,"13,983"
070A,208.55799999999999,208.62200000000001,209.62100000000001,209.68199999999999,0.061,"2,016",-1,A,,,"13,984"
070A,208.62200000000001,208.78800000000001,209.68199999999999,209.84200000000001,0.16,"2,016",837,C,,,"13,985"
070A,208.78800000000001,208.94900000000001,209.84200000000001,209.99700000000001,0.155,"2,016",-1,A,,,"13,986"
070A,208.94900000000001,209.09200000000001,209.99700000000001,210.13499999999999,0.138,"2,016",730,C,,,"13,987"
070A,209.09200000000001,209.20099999999999,210.13499999999999,210.24100000000001,0.106,"2,016",-1,A,,,"13,988"
070A,209.20099999999999,209.715,210.24100000000001,210.74100000000001,0.5,"2,016","-2,641",A,,,"13,989"
070A,209.715,209.773,210.74100000000001,210.798,0.057,"2,016",-1,A,,,"13,990"
070A,209.773,209.93299999999999,210.798,210.953,0.155,"2,016",815,C,,,"13,991"
070A,209.93299999999999,209.97900000000001,210.953,210.99799999999999,0.045,"2,016",-1,A,,,"13,992"
070A,209.97900000000001,210.15000000000001,210.99799999999999,211.16900000000001,0.171,"2,016",-902,C,,,"13,993"
070A,210.15000000000001,210.244,211.16900000000001,211.26300000000001,0.094,"2,016",-1,A,,,"13,994"
070A,210.244,210.48500000000001,211.26300000000001,211.50399999999999,0.241,"2,016","1,266",B,,,"13,995"
070A,210.48500000000001,210.61099999999999,211.50399999999999,211.63,0.126,"2,016",-1,A,,,"13,996"
070A,210.61099999999999,210.78200000000001,211.63,211.80099999999999,0.171,"2,016",-900,C,,,"13,997"
070A,210.78200000000001,210.99000000000001,211.80099999999999,212.00899999999999,0.208,"2,016",-1,A,,,"13,998"
070A,210.99000000000001,211.12899999999999,212.00899999999999,212.167,0.158,"2,016",-837,C,,,"13,999"
070A,211.12899999999999,211.18299999999999,212.167,212.22800000000001,0.061,"2,016",-1,A,,,"14,000"
070A,211.18299999999999,211.334,212.22800000000001,212.40000000000001,0.172,"2,016",900,C,,,"14,001"
070A,211.334,211.34800000000001,212.40000000000001,212.416,0.016,"2,016",-1,A,,,"14,002"
070A,211.34800000000001,211.43700000000001,212.416,212.518,0.102,"2,016",535,D,,,"14,003"
070A,211.43700000000001,211.44399999999999,212.518,212.52600000000001,0.008,"2,016",-1,A,,,"14,004"
070A,211.44399999999999,211.48400000000001,212.52600000000001,212.571,0.045,"2,016",-236,E,,,"14,005"
070A,211.48400000000001,211.506,212.571,212.596,0.025,"2,016",-1,A,,,"14,006"
070A,211.506,211.52199999999999,212.596,212.614,0.018,"2,016",93,F,,,"14,007"
070A,211.52199999999999,212.07900000000001,212.614,213.15100000000001,0.537,"2,016",-1,A,,,"14,008"
070A,212.07900000000001,212.249,213.15100000000001,213.31100000000001,0.16,"2,016",-841,C,,,"14,009"
070A,212.249,212.33500000000001,213.31100000000001,213.392,0.081,"2,016",-1,A,,,"14,010"
070A,212.33500000000001,212.36000000000001,213.392,213.416,0.024,"2,016",-126,F,,,"14,011"
070A,212.36000000000001,212.36500000000001,213.416,213.42099999999999,0.005,"2,016",-1,A,,,"14,012"
070A,212.36500000000001,212.38999999999999,213.42099999999999,213.44399999999999,0.023,"2,016",126,F,,,"14,013"
070A,212.38999999999999,212.46100000000001,213.44399999999999,213.511,0.067,"2,016",-1,A,,,"14,014"
070A,212.46100000000001,212.642,213.511,213.68199999999999,0.171,"2,016",910,C,,,"14,015"
070A,212.642,212.685,213.68199999999999,213.72200000000001,0.04,"2,016",-1,A,,,"14,016"
070A,212.685,212.71299999999999,213.72200000000001,213.74799999999999,0.026,"2,016",139,F,,,"14,017"
070A,212.71299999999999,212.874,213.74799999999999,213.90100000000001,0.153,"2,016",-1,A,,,"14,018"
070A,212.874,212.94200000000001,213.90100000000001,213.965,0.064,"2,016",337,E,,,"14,019"
070A,212.94200000000001,212.96299999999999,213.965,213.98500000000001,0.02,"2,016",-1,A,,,"14,020"
070A,212.96299999999999,213.03999999999999,213.98500000000001,214.059,0.074,"2,016",396,E,,,"14,021"
070A,213.03999999999999,213.10599999999999,214.059,214.12299999999999,0.064,"2,016",-1,A,,,"14,022"
070A,213.10599999999999,213.43899999999999,214.12299999999999,214.46100000000001,0.338,"2,016","-1,772",A,,,"14,023"
070A,213.43899999999999,213.48400000000001,214.46100000000001,214.53899999999999,0.078,"2,016",-1,A,,,"14,024"
070A,213.48400000000001,213.566,214.53899999999999,214.679,0.14,"2,016",743,C,,,"14,025"
070A,213.566,213.77099999999999,214.679,214.935,0.256,"2,016",-1,A,,,"14,026"
070A,213.77099999999999,213.80500000000001,214.935,214.96600000000001,0.031,"2,016",166,F,,,"14,027"
070A,213.80500000000001,213.81100000000001,214.96600000000001,214.97200000000001,0.006,"2,016",-1,A,,,"14,028"
070A,213.81100000000001,213.84200000000001,214.97200000000001,215,0.028,"2,016",-153,F,,,"14,029"
070A,213.84200000000001,213.90299999999999,215,215.05600000000001,0.056,"2,016",-1,A,,,"14,030"
070A,213.90299999999999,213.934,215.05600000000001,215.084,0.028,"2,016",146,F,,,"14,031"
070A,213.934,215.12700000000001,215.084,216.166,1.082,"2,016",-1,A,,,"14,032"
070A,215.12700000000001,215.17699999999999,216.166,216.21000000000001,0.044,"2,016",234,E,,,"14,033"
070A,215.17699999999999,215.19900000000001,216.21000000000001,216.22999999999999,0.02,"2,016",-1,A,,,"14,034"
070A,215.19900000000001,215.44800000000001,216.22999999999999,216.47200000000001,0.242,"2,016","-1,275",B,,,"14,035"
070A,215.44800000000001,215.589,216.47200000000001,216.62200000000001,0.15,"2,016",-1,A,,,"14,036"
070A,215.589,215.749,216.62200000000001,216.792,0.17,"2,016",905,C,,,"14,037"
070A,215.749,215.922,216.792,216.976,0.184,"2,016",-1,A,,,"14,038"
070A,215.922,216.22,216.976,217.31,0.334,"2,016","-1,759",A,,,"14,039"
070A,216.22,216.22900000000001,217.31,217.31899999999999,0.009,"2,016",-1,A,,,"14,040"
070A,216.22900000000001,216.303,217.31899999999999,217.392,0.073,"2,016",-387,E,,,"14,041"
070A,216.303,216.48400000000001,217.392,217.571,0.179,"2,016",-1,A,,,"14,042"
070A,216.48400000000001,216.518,217.571,217.60400000000001,0.033,"2,016",174,F,,,"14,043"
070A,216.518,216.55500000000001,217.60400000000001,217.64099999999999,0.037,"2,016",-1,A,,,"14,044"
070A,216.55500000000001,216.60900000000001,217.64099999999999,217.69499999999999,0.054,"2,016",287,E,,,"14,045"
070A,216.60900000000001,216.61099999999999,217.69499999999999,217.697,0.002,"2,016",-1,A,,,"14,046"
070A,216.61099999999999,216.65000000000001,217.697,217.73500000000001,0.038,"2,016",200,E,,,"14,047"
070A,216.65000000000001,216.697,217.73500000000001,217.78200000000001,0.047,"2,016",-1,A,,,"14,048"
070A,216.697,216.73400000000001,217.78200000000001,217.81899999999999,0.037,"2,016",194,F,,,"14,049"
070A,216.73400000000001,216.76599999999999,217.81899999999999,217.851,0.032,"2,016",-1,A,,,"14,050"
070A,216.76599999999999,216.798,217.851,217.88300000000001,0.032,"2,016",167,F,,,"14,051"
070A,216.798,216.803,217.88300000000001,217.88800000000001,0.005,"2,016",-1,A,,,"14,052"
070A,216.803,216.83199999999999,217.88800000000001,217.917,0.029,"2,016",-153,F,,,"14,053"
070A,216.83199999999999,216.857,217.917,217.94200000000001,0.025,"2,016",-1,A,,,"14,054"
070A,216.857,216.881,217.94200000000001,217.965,0.023,"2,016",121,F,,,"14,055"
070A,216.881,216.99700000000001,217.965,218.08000000000001,0.115,"2,016",-1,A,,,"14,056"
070A,216.99700000000001,217.02600000000001,218.08000000000001,218.10900000000001,0.029,"2,016",-154,F,,,"14,057"
070A,217.02600000000001,217.035,218.10900000000001,218.11799999999999,0.009,"2,016",-1,A,,,"14,058"
070A,217.035,217.12700000000001,218.11799999999999,218.209,0.091,"2,016",481,D,,,"14,059"
070A,217.12700000000001,217.14400000000001,218.209,218.22499999999999,0.016,"2,016",-1,A,,,"14,060"
070A,217.14400000000001,217.33199999999999,218.22499999999999,218.41200000000001,0.187,"2,016",988,C,,,"14,061"
070A,217.33199999999999,217.334,218.41200000000001,218.41399999999999,0.002,"2,016",-1,A,,,"14,062"
070A,217.334,217.40299999999999,218.41399999999999,218.482,0.068,"2,016",361,E,,,"14,063"
070A,217.40299999999999,217.489,218.482,218.56700000000001,0.085,"2,016",-1,A,,,"14,064"
070A,217.489,217.524,218.56700000000001,218.602,0.035,"2,016",186,F,,,"14,065"
070A,217.524,217.553,218.602,218.63,0.028,"2,016",-1,A,,,"14,066"
070A,217.553,217.59,218.63,218.667,0.037,"2,016",-200,F,,,"14,067"
070A,217.59,217.90299999999999,218.667,218.977,0.31,"2,016",-1,A,,,"14,068"
070A,217.90299999999999,218.11500000000001,218.977,219.18799999999999,0.211,"2,016","1,111",B,,,"14,069"
070A,218.11500000000001,218.387,219.18799999999999,219.46000000000001,0.272,"2,016",-1,A,,,"14,070"
070A,218.387,218.41399999999999,219.46000000000001,219.48599999999999,0.026,"2,016",140,F,,,"14,071"
070A,218.41399999999999,219.01599999999999,219.48599999999999,220.066,0.58,"2,016",-1,A,,,"14,072"
070A,219.01599999999999,219.17699999999999,220.066,220.22499999999999,0.159,"2,016",839,C,,,"14,073"
070A,219.17699999999999,219.29900000000001,220.22499999999999,220.346,0.121,"2,016",-1,A,,,"14,074"
070A,219.29900000000001,219.33199999999999,220.346,220.37899999999999,0.033,"2,016",-174,F,,,"14,075"
070A,219.33199999999999,219.33799999999999,220.37899999999999,220.38499999999999,0.006,"2,016",-1,A,,,"14,076"
070A,219.33799999999999,219.36500000000001,220.38499999999999,220.411,0.026,"2,016",140,F,,,"14,077"
070A,219.36500000000001,219.56,220.411,220.60499999999999,0.194,"2,016",-1,A,,,"14,078"
070A,219.56,219.63399999999999,220.60499999999999,220.678,0.073,"2,016",387,E,,,"14,079"
070A,219.63399999999999,219.648,220.678,220.69200000000001,0.014,"2,016",-1,A,,,"14,080"
070A,219.648,219.726,220.69200000000001,220.77000000000001,0.078,"2,016",406,E,,,"14,081"
070A,219.726,220.23099999999999,220.77000000000001,221.27500000000001,0.505,"2,016",-1,A,,,"14,082"
070A,220.23099999999999,220.43000000000001,221.27500000000001,221.47499999999999,0.2,"2,016","-1,056",B,,,"14,083"
070A,220.43000000000001,220.47200000000001,221.47499999999999,221.518,0.043,"2,016",-1,A,,,"14,084"
070A,220.47200000000001,220.506,221.518,221.55199999999999,0.034,"2,016",-180,F,,,"14,085"
070A,220.506,220.75800000000001,221.55199999999999,221.80600000000001,0.254,"2,016",-1,A,,,"14,086"
070A,220.75800000000001,220.88,221.80600000000001,221.928,0.122,"2,016",654,D,,,"14,087"
070A,220.88,220.971,221.928,222.01900000000001,0.091,"2,016",-1,A,,,"14,088"
070A,220.971,221.148,222.01900000000001,222.19999999999999,0.181,"2,016",-949,C,,,"14,089"
070A,221.148,221.435,222.19999999999999,222.489,0.289,"2,016",-1,A,,,"14,090"
070A,221.435,221.511,222.489,222.565,0.076,"2,016",-401,E,,,"14,091"
070A,221.511,221.55099999999999,222.565,222.60499999999999,0.04,"2,016",-1,A,,,"14,092"
070A,221.55099999999999,221.59299999999999,222.60499999999999,222.64699999999999,0.042,"2,016",-220,E,,,"14,093"
070A,221.59299999999999,221.703,222.64699999999999,222.75700000000001,0.11,"2,016",-1,A,,,"14,094"
070A,221.703,221.74600000000001,222.75700000000001,222.80000000000001,0.043,"2,016",227,E,,,"14,095"
070A,221.74600000000001,221.76599999999999,222.80000000000001,222.81999999999999,0.02,"2,016",-1,A,,,"14,096"
070A,221.76599999999999,221.79599999999999,222.81999999999999,222.84999999999999,0.03,"2,016",-160,F,,,"14,097"
070A,221.79599999999999,221.84999999999999,222.84999999999999,222.904,0.054,"2,016",-1,A,,,"14,098"
070A,221.84999999999999,222.173,222.904,223.227,0.323,"2,016","1,711",A,,,"14,099"
070A,222.173,222.226,223.227,223.28,0.053,"2,016",-1,A,,,"14,100"
070A,222.226,222.417,223.28,223.471,0.191,"2,016","-1,009",C,,,"14,101"
070A,222.417,222.58099999999999,223.471,223.63499999999999,0.164,"2,016",-1,A,,,"14,102"
070A,222.58099999999999,222.69200000000001,223.63499999999999,223.74600000000001,0.111,"2,016",587,D,,,"14,103"
070A,222.69200000000001,223.09999999999999,223.74600000000001,224.154,0.408,"2,016",-1,A,,,"14,104"
070A,223.09999999999999,223.17699999999999,224.154,224.23099999999999,0.077,"2,016",-408,E,,,"14,105"
070A,223.17699999999999,223.239,224.23099999999999,224.29300000000001,0.062,"2,016",-1,A,,,"14,106"
070A,223.239,223.26499999999999,224.29300000000001,224.31899999999999,0.026,"2,016",-140,F,,,"14,107"
070A,223.26499999999999,223.27000000000001,224.31899999999999,224.32400000000001,0.005,"2,016",-1,A,,,"14,108"
070A,223.27000000000001,223.297,224.32400000000001,224.351,0.027,"2,016",140,F,,,"14,109"
070A,223.297,223.35499999999999,224.351,224.40899999999999,0.058,"2,016",-1,A,,,"14,110"
070A,223.35499999999999,223.548,224.40899999999999,224.602,0.193,"2,016","1,020",C,,,"14,111"
070A,223.548,223.61500000000001,224.602,224.66800000000001,0.066,"2,016",-1,A,,,"14,112"
070A,223.61500000000001,223.785,224.66800000000001,224.83699999999999,0.169,"2,016",-888,C,,,"14,113"
070A,223.785,223.84299999999999,224.83699999999999,224.89400000000001,0.057,"2,016",-1,A,,,"14,114"
070A,223.84299999999999,223.87200000000001,224.89400000000001,224.923,0.029,"2,016",-154,F,,,"14,115"
070A,223.87200000000001,223.92599999999999,224.923,224.976,0.053,"2,016",-1,A,,,"14,116"
070A,223.92599999999999,224.04599999999999,224.976,225.09700000000001,0.121,"2,016",640,D,,,"14,117"
070A,224.04599999999999,224.428,225.09700000000001,225.489,0.392,"2,016",-1,A,,,"14,118"
070A,224.428,224.566,225.489,225.63,0.141,"2,016",746,C,,,"14,119"
070A,224.566,225.434,225.63,226.464,0.834,"2,016",-1,A,,,"14,120"
070A,225.434,225.74700000000001,226.464,226.738,0.274,"2,016","-1,440",B,,,"14,121"
070A,225.74700000000001,225.798,226.738,226.80000000000001,0.062,"2,016",-1,A,,,"14,122"
070A,225.798,225.81999999999999,226.80000000000001,226.828,0.028,"2,016",-146,F,,,"14,123"
070A,225.81999999999999,225.959,226.828,226.99799999999999,0.17,"2,016",-1,A,,,"14,124"
070A,225.959,226.119,226.99799999999999,227.16200000000001,0.164,"2,016",873,C,,,"14,125"
070A,226.119,226.16499999999999,227.16200000000001,227.20599999999999,0.044,"2,016",-1,A,,,"14,126"
070A,226.16499999999999,226.18899999999999,227.20599999999999,227.22900000000001,0.023,"2,016",120,F,,,"14,127"
070A,226.18899999999999,226.209,227.22900000000001,227.249,0.02,"2,016",-1,A,,,"14,128"
070A,226.209,226.37700000000001,227.249,227.41,0.161,"2,016",-855,C,,,"14,129"
070A,226.37700000000001,226.518,227.41,227.578,0.168,"2,016",-1,A,,,"14,130"
070A,226.518,226.70400000000001,227.578,227.762,0.184,"2,016",-968,C,,,"14,131"
070A,226.70400000000001,226.75399999999999,227.762,227.809,0.047,"2,016",-1,A,,,"14,132"
070A,226.75399999999999,226.92099999999999,227.809,227.96700000000001,0.158,"2,016",834,C,,,"14,133"
070A,226.92099999999999,226.93700000000001,227.96700000000001,227.982,0.015,"2,016",-1,A,,,"14,134"
070A,226.93700000000001,227.03700000000001,227.982,228.078,0.096,"2,016",-508,D,,,"14,135"
070A,227.03700000000001,227.15899999999999,228.078,228.202,0.124,"2,016",-1,A,,,"14,136"
070A,227.15899999999999,227.18299999999999,228.202,228.227,0.025,"2,016",-133,F,,,"14,137"
070A,227.18299999999999,227.375,228.227,228.422,0.195,"2,016",-1,A,,,"14,138"
070A,227.375,227.61799999999999,228.422,228.66999999999999,0.248,"2,016","-1,303",B,,,"14,139"
070A,227.61799999999999,228.00299999999999,228.66999999999999,229.066,0.396,"2,016",-1,A,,,"14,140"
070A,228.00299999999999,228.01300000000001,229.066,229.09800000000001,0.032,"2,016",173,F,,,"14,141"
070A,228.01300000000001,228.02799999999999,229.09800000000001,229.14500000000001,0.047,"2,016",-1,A,,,"14,142"
070A,228.02799999999999,228.06700000000001,229.14500000000001,229.18100000000001,0.036,"2,016",-187,F,,,"14,143"
070A,228.06700000000001,228.07300000000001,229.18100000000001,229.18600000000001,0.005,"2,016",-1,A,,,"14,144"
070A,228.07300000000001,228.10499999999999,229.18600000000001,229.21600000000001,0.03,"2,016",160,F,,,"14,145"
070A,228.10499999999999,228.114,229.21600000000001,229.22399999999999,0.008,"2,016",-1,A,,,"14,146"
070A,228.114,228.142,229.22399999999999,229.25,0.026,"2,016",-140,F,,,"14,147"
070A,228.142,228.15600000000001,229.25,229.262,0.012,"2,016",-1,A,,,"14,148"
070A,228.15600000000001,228.203,229.262,229.30500000000001,0.043,"2,016",227,E,,,"14,149"
070B,5.334,5.4,5.366,5.424,0.058,"2,016",-302,E,,,"14,642"
070A,228.203,228.33500000000001,229.30500000000001,229.42599999999999,0.121,"2,016",-1,A,,,"14,150"
070A,228.33500000000001,228.46299999999999,229.42599999999999,229.54400000000001,0.118,"2,016",626,D,,,"14,151"
070A,228.46299999999999,228.73599999999999,229.54400000000001,229.79400000000001,0.25,"2,016",-1,A,,,"14,152"
070A,228.73599999999999,228.774,229.79400000000001,229.82900000000001,0.035,"2,016",186,F,,,"14,153"
070A,228.774,228.77799999999999,229.82900000000001,229.833,0.004,"2,016",-1,A,,,"14,154"
070A,228.77799999999999,228.80600000000001,229.833,229.858,0.025,"2,016",-133,F,,,"14,155"
070A,228.80600000000001,228.84399999999999,229.858,229.893,0.035,"2,016",-1,A,,,"14,156"
070A,228.84399999999999,228.87700000000001,229.893,229.92400000000001,0.031,"2,016",-160,F,,,"14,157"
070A,228.87700000000001,228.98400000000001,229.92400000000001,230.02099999999999,0.097,"2,016",-1,A,,,"14,158"
070A,228.98400000000001,229.18600000000001,230.02099999999999,230.22200000000001,0.201,"2,016","1,057",B,,,"14,159"
070A,229.18600000000001,229.46100000000001,230.22200000000001,230.49700000000001,0.275,"2,016",-1,A,,,"14,160"
070A,229.46100000000001,229.49199999999999,230.49700000000001,230.52799999999999,0.031,"2,016",-167,F,,,"14,161"
070A,229.49199999999999,229.518,230.52799999999999,230.554,0.026,"2,016",-1,A,,,"14,162"
070A,229.518,229.65700000000001,230.554,230.69300000000001,0.139,"2,016",-728,C,,,"14,163"
070A,229.65700000000001,229.85400000000001,230.69300000000001,230.88999999999999,0.197,"2,016",-1,A,,,"14,164"
070A,229.85400000000001,230.077,230.88999999999999,231.11099999999999,0.221,"2,016","1,171",B,,,"14,165"
070A,230.077,230.21299999999999,231.11099999999999,231.245,0.134,"2,016",-1,A,,,"14,166"
070A,230.21299999999999,230.35599999999999,231.245,231.38499999999999,0.14,"2,016",740,C,,,"14,167"
070A,230.35599999999999,231.24000000000001,231.38499999999999,232.26300000000001,0.878,"2,016",-1,A,,,"14,168"
070A,231.24000000000001,231.48099999999999,232.26300000000001,232.50200000000001,0.239,"2,016","-1,261",B,,,"14,169"
070A,231.48099999999999,231.636,232.50200000000001,232.65299999999999,0.151,"2,016",-1,A,,,"14,170"
070A,231.636,231.67699999999999,232.65299999999999,232.69300000000001,0.04,"2,016",213,E,,,"14,171"
